adults,airconditioning,chapati,child,dal,holidaystatus,rice,sabzi,timeslot,variety,weather
618,0.5,2194,942,60,0.5,61,165,0.5,0,0
478,0.5,1092,720,43,0.5,59,100,0,0,0.5
326,0.5,340,476,34,0,34,83,0.5,1,0
464,0.5,1215,683,57,0,55,113,0,1,0.5
314,0.5,743,467,36,0.5,34,94,0.5,0,0
586,0.5,2426,922,64,0.5,61,153,1,0,0
289,0.5,716,414,39,0,27,74,0.5,1,0.5
423,0,2196,627,67,0,64,161,0.5,2,1
807,0,2765,1173,73,0,74,187,1,0,0.5
97,0.5,314,128,22,0,30,82,1,1,1
723,0.5,3334,1050,82,0.5,89,174,0.5,1,1
468,0.5,1247,714,44,0.5,55,129,0,0,0
868,0.5,4049,1314,92,0.5,94,238,0.5,1,0.5
901,0,2719,1309,73,0.5,71,192,0.5,1,0.5
767,0.5,3329,1188,75,0,70,196,1,1,0.5
455,0.5,2095,728,60,0,69,142,0.5,1,1
875,0.5,2895,1249,75,0.5,75,174,0.5,0,1
514,0.5,2484,779,69,0,65,154,0.5,1,1
985,0,2785,1411,81,0,87,187,1,0,1
120,0,957,185,31,0,28,87,0,0,1
78,0.5,470,111,25,0,36,99,0,1,1
284,0,1167,444,55,0.5,54,124,1,2,0.5
790,0,3088,1174,87,0.5,88,193,0.5,2,0
685,0.5,2540,1002,66,0.5,62,137,0.5,0,1
799,0.5,3301,1195,83,0.5,89,175,1,2,0.5
387,0,590,570,36,0,35,63,1,0,0.5
139,0.5,518,220,20,0.5,30,70,1,0,0.5
715,0,1826,1051,62,0.5,60,141,0,1,0.5
995,0,3393,1557,73,0.5,79,175,0.5,0,0.5
427,0.5,1414,607,56,0.5,45,113,0,1,0
511,0.5,1059,774,58,0,45,114,0.5,0,1
485,0.5,1596,740,41,0,56,128,0,2,0
647,0.5,2075,973,66,0.5,69,142,0,1,0
847,0,3191,1257,89,0,71,191,0,1,1
986,0,2946,1439,73,0,89,184,0,2,0.5
931,0.5,2790,1394,70,0.5,88,178,0,1,0
991,0,2675,1482,82,0.5,86,178,0,0,1
395,0,679,634,27,0,32,94,0.5,0,0
414,0,1644,619,55,0.5,53,116,0,1,1
699,0,1951,1053,62,0.5,60,148,1,1,0
251,0,737,394,24,0,38,88,0,2,0.5
740,0.5,2058,1123,62,0,62,138,0,0,0
621,0,2450,917,69,0,63,133,0,1,0
351,0.5,521,541,37,0,20,92,0.5,1,0
830,0.5,2762,1236,81,0.5,74,189,1,0,0
184,0.5,912,300,29,0.5,35,83,1,2,0
715,0.5,2697,1091,78,0,75,181,0.5,2,1
371,0.5,508,576,33,0,31,89,0,1,1
197,0,567,303,34,0,39,63,0.5,2,0
676,0.5,2197,1051,60,0.5,67,137,0,0,0
731,0,2838,1127,74,0.5,83,181,0.5,2,0
576,0.5,1451,881,56,0,47,117,0,1,0.5
218,0.5,1070,313,58,0,42,107,1,2,0.5
340,0,339,513,36,0.5,35,60,0,1,1
828,0.5,3598,1238,96,0,97,220,1,1,1
268,0,603,401,23,0,39,84,0.5,0,0
388,0.5,1617,613,43,0,51,109,0.5,1,0
476,0,1613,748,54,0,40,125,0.5,0,0.5
779,0,3104,1140,81,0.5,71,179,0,2,0.5
882,0.5,2693,1341,85,0,85,186,1,1,0
247,0.5,1513,337,50,0.5,52,116,0,1,1
145,0.5,584,198,29,0,29,68,0.5,0,1
717,0.5,2085,1100,68,0.5,60,142,1,0,0.5
405,0.5,1318,574,40,0.5,49,121,1,0,0.5
921,0,3239,1370,85,0,74,178,0.5,1,0.5
624,0,2525,932,66,0,62,140,0.5,0,1
736,0.5,1952,1127,66,0,67,143,0.5,0,0.5
277,0,470,419,33,0.5,34,68,0.5,0,0
613,0,2013,918,68,0.5,65,133,0.5,1,0.5
492,0.5,1576,743,41,0.5,45,129,0,1,0
190,0.5,979,270,29,0,29,84,0,0,0
831,0.5,2744,1282,79,0,86,179,0.5,0,0
652,0,2512,962,62,0.5,62,150,0,2,0
490,0.5,2447,764,66,0.5,65,165,0,2,1
454,0,1221,687,51,0.5,46,101,0.5,1,0.5
905,0.5,3155,1327,80,0.5,77,199,0.5,0,0.5
298,0,994,409,31,0.5,34,75,1,0,0.5
769,0.5,1968,1156,66,0.5,60,149,0,1,0
638,0.5,2240,952,63,0,63,141,1,1,0
438,0.5,1326,680,58,0,50,129,1,1,0
775,0,2200,1139,67,0,63,153,0,0,1
647,0.5,2353,1027,69,0,69,145,1,0,1
168,0.5,895,255,33,0,34,64,0,2,0
955,0,3004,1427,72,0.5,89,187,0,2,0
816,0,3269,1264,74,0.5,88,180,0,0,0.5
764,0,2287,1095,64,0.5,63,164,0,1,0
305,0.5,560,493,23,0,35,77,0,1,0
714,0,3302,1073,72,0.5,87,191,1,2,0
494,0.5,1377,691,54,0.5,50,108,1,0,0
447,0,1039,697,41,0,59,109,0,0,0
907,0.5,4357,1411,97,0.5,97,241,0.5,2,1
823,0,4284,1308,99,0,93,233,0,2,1
447,0,1537,669,54,0.5,46,108,0,0,0
562,0,1661,859,55,0,58,109,0.5,1,0.5
952,0.5,2877,1406,77,0,78,181,0.5,0,0
961,0.5,3061,1480,87,0,83,178,0,1,1
550,0,1246,837,42,0.5,55,102,0.5,1,0.5
779,0,3101,1167,82,0.5,75,195,1,1,0.5
636,0.5,2329,982,69,0,67,155,1,1,0
176,0.5,796,263,30,0,31,79,0.5,0,0
183,0,896,281,21,0,26,65,1,2,1
636,0.5,2980,964,86,0,76,189,0.5,1,1
245,0,1026,410,59,0.5,54,103,1,2,0
127,0.5,311,177,35,0.5,26,90,0,0,1
789,0.5,3346,1186,80,0,82,171,0,2,0.5
332,0,951,497,24,0,29,87,0,0,0
824,0,4379,1229,98,0.5,91,203,1,2,0
815,0,2741,1249,77,0,85,180,0.5,0,0.5
90,0.5,305,135,22,0,22,73,0.5,0,0
261,0,994,381,30,0.5,37,90,1,0,0
770,0,1854,1165,66,0.5,64,166,0,1,0.5
872,0.5,4359,1322,98,0.5,90,203,1,2,0.5
352,0,476,549,30,0.5,35,69,0,0,1
966,0,2866,1413,89,0.5,77,185,1,0,1
543,0,1001,861,56,0.5,40,125,0,0,1
823,0.5,2830,1189,76,0.5,73,179,1,2,0
786,0.5,2823,1225,78,0,82,190,1,2,1
980,0.5,2642,1519,77,0.5,80,170,0.5,1,0
688,0,3115,1031,73,0,77,187,1,2,1
149,0.5,781,219,36,0,32,98,0,2,0
67,0.5,938,95,31,0,28,80,0.5,0,1
241,0.5,1774,360,41,0.5,40,113,0.5,1,0.5
687,0.5,2246,1043,66,0.5,64,144,0,0,0
897,0,3458,1343,99,0.5,92,223,1,2,0.5
781,0,2460,1150,63,0.5,66,147,0.5,1,0.5
873,0.5,3446,1334,97,0.5,95,204,0,2,0.5
378,0.5,760,542,32,0,27,94,1,1,0
831,0,3483,1269,98,0,96,240,0.5,2,0.5
117,0.5,445,157,30,0.5,37,92,1,2,0
805,0,3818,1202,99,0.5,96,233,1,1,1
448,0.5,1682,669,46,0.5,48,109,1,0,0.5
366,0,1209,520,49,0.5,56,117,1,1,1
980,0,3481,1424,93,0,92,215,0,2,1
602,0,2346,905,63,0,62,149,1,0,0
480,0,1364,738,40,0,55,114,0.5,0,0
182,0.5,486,306,23,0.5,37,78,0,0,1
67,0,456,99,39,0.5,20,64,0.5,2,0.5
630,0,2243,946,62,0,64,130,0.5,1,0.5
182,0.5,332,279,21,0.5,38,95,1,2,0
291,0.5,1374,387,59,0,56,119,0,2,0.5
764,0,2174,1121,65,0,64,164,0,0,1
826,0.5,2797,1221,73,0,86,199,0,2,0
628,0,2832,955,73,0.5,78,176,0.5,1,1
874,0,3242,1324,77,0,77,173,0.5,1,0.5
452,0,1742,678,40,0.5,47,104,0.5,0,1
443,0,2544,637,62,0,65,133,1,2,0
61,0,663,92,21,0,34,67,0.5,1,0.5
697,0.5,1865,1052,68,0.5,62,164,0.5,0,0
901,0.5,2964,1383,85,0,80,173,0.5,0,0
698,0.5,2088,1029,65,0,61,154,0,2,0
329,0.5,1624,516,56,0.5,40,100,1,2,1
193,0,774,291,22,0.5,35,82,0,2,0.5
100,0.5,718,140,37,0.5,38,86,1,0,0.5
849,0,2672,1288,86,0.5,86,186,0,0,1
681,0,2133,978,64,0,63,158,0,1,0.5
402,0,2003,642,66,0.5,64,167,1,1,1
844,0,3698,1229,94,0,99,248,0.5,2,0.5
549,0,2059,822,63,0.5,67,139,1,1,0.5
251,0,1698,369,47,0.5,50,119,1,1,1
382,0,1163,577,46,0.5,56,128,0,2,1
839,0.5,3637,1215,97,0.5,92,238,1,0,1
655,0,2373,986,63,0,67,157,0,1,1
459,0,1764,700,46,0,40,126,0,1,0
760,0,3186,1110,85,0,83,179,1,2,1
534,0,1609,815,45,0,42,110,1,0,1
711,0,2084,1060,66,0.5,68,159,1,0,0.5
138,0,527,206,28,0,36,60,0.5,1,0.5
990,0.5,4413,1535,99,0.5,93,221,0,1,1
823,0.5,2986,1271,87,0,72,192,0.5,0,1
787,0.5,3244,1203,81,0,85,191,0.5,0,1
461,0.5,1149,678,51,0,43,117,0,2,0
612,0.5,1840,883,60,0,63,159,0,0,1
70,0,617,110,29,0.5,31,77,0,2,1
563,0.5,1321,837,51,0.5,53,115,0.5,0,1
885,0,4364,1302,93,0.5,99,215,0.5,2,1
333,0.5,1678,492,47,0.5,47,116,1,2,1
249,0.5,874,396,28,0,38,83,0,0,0.5
617,0,2968,904,79,0.5,71,199,0.5,2,0
456,0.5,1985,664,67,0,69,135,0.5,2,0.5
500,0.5,2412,754,62,0.5,61,145,1,1,0.5
878,0,2949,1298,71,0,89,187,0.5,2,0
607,0.5,2176,917,67,0,65,139,1,1,0
86,0,374,136,22,0.5,22,83,0,2,1
976,0,3516,1523,94,0.5,96,228,0.5,2,0.5
160,0.5,987,241,36,0.5,21,78,1,1,0
891,0,4452,1340,91,0.5,94,244,0.5,2,1
927,0.5,4491,1381,92,0,95,218,0.5,2,0.5
149,0,467,234,22,0,39,85,0,0,0.5
929,0,3018,1394,74,0,74,181,1,0,0
617,0,2160,907,67,0.5,63,137,0,0,0.5
763,0,2553,1140,61,0,68,145,1,0,0.5
243,0,1628,341,59,0.5,40,105,1,1,1
393,0.5,1792,601,55,0.5,48,125,0,0,0.5
840,0,3107,1258,79,0.5,89,186,1,0,0.5
901,0,3144,1395,77,0,81,182,0,0,1
258,0,1650,396,52,0.5,58,115,1,1,0.5
629,0.5,2252,932,68,0.5,65,162,0,1,0.5
361,0,1654,519,56,0,50,129,0.5,2,1
754,0,2563,1140,67,0.5,62,151,1,0,0
354,0.5,655,519,34,0,31,83,0.5,1,0
246,0,1791,371,58,0.5,54,129,0.5,2,0.5
281,0,985,412,22,0,38,81,0,1,0.5
835,0,3256,1263,76,0.5,81,176,1,0,1
619,0,2537,909,60,0.5,67,160,0,0,0.5
345,0.5,469,529,26,0,36,73,0,0,1
600,0,1951,927,66,0.5,69,137,0.5,0,1
494,0.5,1964,735,65,0.5,63,159,1,2,0
125,0.5,619,177,29,0.5,23,97,0.5,1,1
738,0.5,2431,1059,65,0.5,61,156,0,1,0
587,0,1194,849,52,0,55,121,0,1,0.5
153,0,371,222,34,0.5,33,83,1,1,1
85,0,760,118,37,0.5,24,75,0.5,1,0
156,0,880,224,27,0.5,24,67,0.5,1,0.5
150,0,679,223,38,0,25,77,1,0,0
525,0.5,2335,800,64,0.5,66,159,0,2,0.5
415,0,1620,626,56,0,50,102,0,1,0
646,0.5,2853,971,75,0.5,76,191,1,0,1
915,0.5,3648,1372,98,0.5,91,229,0.5,2,0.5
424,0.5,2326,643,64,0.5,63,135,1,2,0.5
444,0,1179,654,41,0,54,121,1,0,1
168,0,837,249,20,0,24,99,0,2,0.5
533,0.5,2008,776,69,0,69,139,0,2,1
487,0.5,2408,717,65,0,65,164,1,1,1
826,0,2735,1197,72,0.5,77,186,0,1,0
275,0,831,436,20,0,36,90,0.5,0,1
355,0,842,513,25,0,33,69,0,2,0.5
382,0.5,1704,602,50,0.5,51,128,0,0,0
174,0.5,455,258,24,0,27,87,1,0,1
353,0.5,1057,533,47,0.5,43,124,0,2,0.5
578,0.5,1659,800,46,0,53,104,1,0,0
679,0,2122,972,64,0,62,168,0.5,1,0
470,0.5,1924,703,60,0,67,139,1,2,1
417,0.5,2016,614,69,0.5,65,161,1,1,1
167,0,606,249,33,0.5,38,68,0.5,2,0.5
716,0.5,2646,1045,72,0,89,180,1,1,0.5
504,0.5,1061,751,43,0,48,104,0.5,0,1
781,0,2296,1164,66,0,62,165,0,0,0.5
751,0,2193,1093,66,0.5,68,130,0.5,0,0
267,0.5,1548,387,49,0.5,41,127,1,2,0
350,0.5,682,523,34,0,36,66,0,1,0.5
859,0,3529,1334,95,0.5,90,243,0.5,2,1
299,0.5,1198,433,52,0.5,47,111,1,2,0
718,0.5,2508,1061,65,0,68,130,0,1,0
186,0,831,291,31,0.5,21,94,1,2,1
215,0,359,304,24,0,20,88,0,1,1
74,0.5,674,103,23,0.5,20,90,0,2,1
483,0,1394,725,51,0.5,41,125,0,0,1
693,0.5,2560,1055,61,0.5,64,130,0.5,0,0.5
767,0.5,2714,1187,84,0,70,175,1,1,0.5
107,0,357,173,27,0.5,30,83,0,1,0
340,0.5,1182,514,44,0.5,48,103,1,2,1
558,0,1033,852,41,0,52,126,1,0,0
460,0,2007,665,62,0.5,62,141,0,2,0.5
825,0,3834,1230,96,0.5,98,204,0.5,1,1
761,0,2341,1145,64,0.5,68,166,0.5,0,0
143,0,994,217,33,0,26,65,0.5,0,1
556,0,1065,853,54,0.5,48,116,1,0,1
762,0,2329,1149,60,0,61,144,0,1,0
531,0.5,2443,777,67,0.5,68,141,1,2,0.5
961,0,3273,1418,83,0,81,185,0,2,0.5
615,0,2479,880,61,0.5,62,160,0,0,0.5
625,0,2286,912,66,0,62,145,1,0,0.5
755,0,2753,1186,85,0.5,72,177,1,2,1
896,0.5,3125,1374,86,0,72,183,1,1,0
315,0,483,513,36,0,36,99,0,0,1
248,0.5,702,373,23,0,38,89,0,1,0
87,0,714,152,39,0,35,66,0,2,0
361,0,423,510,36,0.5,21,62,0,0,0
910,0,4082,1351,91,0.5,96,213,1,2,0.5
470,0,2389,700,64,0.5,64,157,0.5,1,1
246,0.5,826,360,35,0,39,99,0,1,0
996,0,3127,1455,72,0.5,76,181,1,1,0
286,0.5,327,466,32,0,26,88,0,0,0
378,0.5,389,570,29,0.5,27,87,0.5,0,0
739,0.5,2755,1102,79,0,73,177,1,2,0.5
261,0.5,1740,398,54,0.5,49,124,0,2,0.5
346,0,500,492,35,0,37,98,1,1,0.5
498,0.5,2012,738,63,0.5,65,139,1,2,1
341,0.5,1255,512,48,0.5,46,113,1,2,0
123,0,918,178,31,0,35,78,1,0,0
90,0.5,381,123,30,0.5,22,83,1,0,1
664,0,2268,1000,64,0,61,158,0,0,1
994,0,2951,1484,82,0,87,188,0.5,1,1
743,0,2222,1106,63,0.5,66,161,1,0,0.5
429,0.5,1487,669,59,0,55,116,1,1,0
179,0.5,634,292,26,0,23,87,0.5,1,1
984,0,3365,1487,71,0,74,178,0.5,0,1
163,0.5,946,247,35,0.5,20,99,0,2,0
488,0.5,1561,722,53,0.5,50,109,0.5,0,0.5
962,0,3705,1521,96,0.5,91,215,0,2,1
795,0.5,3203,1186,81,0.5,74,190,0,2,0.5
93,0.5,737,145,31,0.5,33,70,0,0,1
646,0,2663,996,80,0.5,89,193,1,1,1
274,0,453,395,20,0.5,26,77,0,0,1
423,0,1626,648,42,0.5,47,119,0,1,0
80,0.5,794,111,30,0.5,22,85,0.5,1,0.5
886,0,2950,1295,88,0,77,184,0.5,2,0
687,0.5,2861,1001,83,0.5,87,176,0.5,1,1
806,0,4093,1202,90,0.5,99,207,0,2,0.5
776,0,3244,1168,81,0.5,79,181,0,2,1
276,0.5,1267,441,57,0.5,55,124,1,1,1
697,0.5,3303,1054,79,0.5,74,176,0,2,1
72,0.5,327,102,21,0,21,92,0.5,2,0.5
146,0,820,229,35,0.5,24,69,0,1,1
247,0.5,1722,374,53,0.5,57,128,1,1,0.5
564,0.5,1493,848,52,0,44,120,0.5,0,0
143,0,455,201,37,0.5,28,99,0,1,1
961,0.5,3446,1532,99,0.5,92,217,1,2,1
872,0.5,2827,1288,83,0,76,181,0,0,0
584,0.5,1819,871,62,0.5,62,166,1,1,0.5
600,0,2451,935,66,0.5,65,146,0.5,0,1
834,0,3642,1300,92,0.5,90,227,0.5,2,0
897,0,3563,1331,98,0.5,91,215,0.5,1,1
457,0,1503,729,53,0.5,49,102,0.5,0,0
312,0,557,470,25,0.5,21,97,0,0,1
637,0.5,1986,975,69,0,63,158,0,1,0
445,0,2479,656,68,0,68,147,1,2,0
126,0,335,198,23,0,24,96,0,0,0.5
841,0,3724,1279,92,0.5,99,244,1,2,0
963,0,2834,1421,81,0,81,191,0.5,1,0
548,0,1220,798,44,0.5,40,103,0.5,0,0
626,0.5,2690,958,74,0,87,179,0.5,2,1
686,0.5,2499,1045,63,0,61,163,0,2,0
280,0.5,934,411,24,0,21,84,0,0,0.5
111,0.5,767,153,31,0.5,26,76,0.5,1,1
290,0,472,463,21,0.5,35,62,0,1,1
80,0.5,368,128,37,0,20,71,0.5,2,0
872,0,3059,1325,76,0.5,83,175,0,1,1
557,0,2320,859,68,0.5,67,157,0.5,1,1
384,0.5,1310,600,50,0,56,114,0,2,0.5
307,0.5,1640,481,54,0.5,52,117,1,2,0
489,0.5,2544,725,66,0,61,141,0.5,2,1
398,0.5,1104,600,49,0,52,117,0.5,0,0
572,0.5,1508,872,47,0.5,49,102,0,0,0.5
480,0.5,1045,717,42,0,47,109,1,0,0.5
612,0.5,2119,937,66,0,64,146,1,0,0.5
212,0,1046,312,44,0.5,53,104,0.5,2,0
327,0,1645,489,44,0.5,43,117,1,1,1
740,0.5,2125,1121,65,0,66,153,0,1,0.5
945,0,2880,1418,81,0.5,71,177,0,0,1
711,0.5,3371,1074,84,0.5,81,196,0.5,1,0.5
804,0.5,2966,1204,78,0,83,190,1,0,1
200,0,454,315,37,0.5,21,68,0.5,0,1
720,0,2311,1051,66,0.5,68,155,0.5,0,0
78,0.5,558,125,36,0.5,30,64,1,1,1
558,0,1505,813,54,0.5,43,101,0,0,0.5
195,0.5,388,293,29,0.5,21,81,1,0,1
167,0,945,249,31,0.5,33,70,1,1,0
478,0.5,2509,696,61,0.5,63,137,1,2,0.5
758,0,2388,1109,63,0.5,69,154,1,0,1
257,0.5,728,395,22,0,22,72,0,1,0.5
568,0.5,1758,799,44,0.5,47,109,0.5,1,0
828,0.5,3181,1226,83,0.5,70,196,0,0,0.5
100,0,593,149,34,0.5,34,69,0,2,0.5
965,0.5,2980,1390,85,0,74,197,0.5,1,0
277,0.5,537,412,24,0.5,21,61,0.5,0,0.5
499,0,1705,738,41,0.5,46,128,0,1,0.5
892,0.5,2854,1383,79,0,75,182,0,0,0
857,0,2935,1281,85,0,83,170,1,0,1
912,0.5,3583,1389,96,0,96,247,1,1,0.5
707,0,3105,1071,73,0.5,72,198,0.5,2,0.5
451,0,1441,644,42,0.5,53,119,0,0,0
630,0.5,2989,987,87,0.5,85,193,1,2,0
549,0,1473,826,54,0,47,113,0,2,0.5
430,0,2201,677,67,0.5,66,166,1,2,1
472,0,1361,698,45,0.5,53,122,1,0,0.5
969,0.5,3163,1432,70,0.5,74,171,0,0,0
557,0.5,1859,839,62,0,63,142,0.5,2,0
335,0,377,469,26,0.5,30,66,0.5,0,0
754,0,2467,1138,63,0.5,65,139,0,2,0
338,0.5,830,497,23,0.5,23,91,1,0,0
314,0,658,472,37,0,21,73,0.5,0,0
130,0,838,187,35,0.5,38,68,0.5,2,0.5
278,0.5,971,403,37,0,29,79,0.5,0,0
920,0.5,3184,1394,81,0,72,177,1,0,0
773,0,2819,1144,83,0.5,70,171,0.5,2,0
811,0,3160,1234,84,0,80,183,0.5,0,1
327,0.5,1253,505,49,0.5,48,103,1,2,0.5
149,0.5,956,238,34,0.5,28,95,0,1,1
531,0,1601,772,59,0,48,107,0.5,1,0.5
517,0,1438,779,58,0.5,51,117,0,1,1
740,0,2415,1115,65,0.5,62,152,1,0,0.5
454,0,1428,685,40,0,44,113,0,1,0.5
761,0.5,2373,1166,61,0.5,61,143,0,1,0.5
232,0.5,1251,379,59,0.5,49,104,1,1,0
435,0.5,1888,617,63,0,68,130,1,2,0.5
487,0,1378,717,55,0,43,102,0,0,0.5
221,0.5,1588,347,52,0,47,124,0,2,0.5
992,0,3228,1446,80,0.5,76,172,0.5,0,1
973,0,4385,1495,93,0,92,222,1,1,1
314,0.5,1355,467,45,0.5,43,120,0.5,2,1
929,0,2992,1446,85,0,75,197,0.5,2,0
652,0,2157,973,62,0.5,68,141,0.5,0,0
528,0.5,2070,806,65,0.5,69,131,1,2,1
323,0.5,1373,509,42,0,48,116,1,2,1
258,0,398,361,36,0,32,68,0.5,0,1
744,0,1883,1112,67,0,61,132,0,0,0.5
237,0.5,917,329,22,0,25,77,0.5,0,0
754,0,3195,1139,72,0.5,88,193,1,2,1
136,0.5,713,189,31,0,38,88,1,0,1
647,0.5,1901,963,69,0,66,156,0.5,0,0
146,0,446,198,26,0.5,23,60,0,2,0.5
682,0.5,3000,1048,86,0.5,84,193,1,0,1
831,0.5,3004,1221,85,0,70,193,0,1,0
948,0,2911,1441,77,0,89,179,0.5,1,0.5
70,0.5,929,101,28,0,34,71,1,0,0.5
170,0,380,247,22,0.5,31,82,1,2,0
243,0.5,1466,388,59,0,57,100,0.5,2,0.5
162,0.5,851,253,25,0.5,28,79,0,2,0
467,0,1005,723,42,0.5,55,123,0,1,0.5
416,0,1317,614,45,0,41,111,0,1,0.5
471,0,1331,702,50,0.5,49,102,1,0,0
247,0,1521,334,55,0.5,40,114,0,2,1
524,0.5,1340,807,52,0.5,59,103,0,1,0
830,0.5,3968,1254,95,0.5,93,201,1,0,1
802,0.5,3171,1180,81,0,74,171,1,2,1
429,0.5,1128,631,48,0.5,45,126,1,0,0.5
245,0.5,427,342,36,0,37,97,0.5,1,0.5
79,0,950,97,21,0.5,31,61,1,1,0.5
536,0.5,2341,798,69,0,61,146,0.5,2,0.5
550,0,1535,835,58,0,40,122,1,0,0
630,0.5,2376,940,62,0.5,69,157,0,0,0
325,0.5,1527,505,51,0.5,49,114,0.5,2,0.5
993,0.5,3422,1426,93,0,97,218,0,2,1
688,0,3013,1034,70,0,71,183,1,2,0
510,0.5,1306,749,58,0,48,112,0,0,0
254,0.5,368,354,21,0.5,30,77,0,1,0.5
858,0,2946,1306,83,0.5,79,191,0,1,0.5
290,0,929,445,37,0.5,34,75,0.5,0,0.5
741,0,2631,1154,85,0.5,89,183,0,2,1
926,0,2718,1396,70,0.5,79,174,0.5,1,0
173,0,370,266,24,0,36,87,0,1,0.5
738,0,3061,1060,70,0.5,72,183,1,2,1
460,0,1887,693,61,0.5,68,165,0.5,2,0.5
462,0.5,2572,655,64,0.5,67,133,0.5,1,1
452,0,1702,646,46,0,43,120,1,0,1
475,0,1980,663,60,0,66,160,0.5,2,1
669,0.5,3099,1021,76,0.5,83,174,1,1,0.5
722,0.5,2924,1101,82,0.5,88,191,0.5,2,1
497,0.5,1604,726,49,0.5,50,106,0,0,0.5
70,0.5,636,101,21,0,21,61,0.5,2,1
191,0,872,294,28,0,27,63,0,2,0
322,0.5,460,468,34,0,23,96,0,0,0.5
745,0.5,3233,1108,81,0.5,73,184,0,1,1
125,0.5,1223,206,42,0.5,48,128,1,2,1
750,0.5,3069,1140,89,0.5,83,196,1,1,0
348,0.5,1003,517,55,0.5,54,115,0.5,1,1
392,0,1150,619,42,0,49,111,1,1,0.5
188,0,974,298,35,0,21,97,0,1,1
998,0,2661,1492,85,0.5,70,180,0.5,0,1
590,0,2449,823,64,0,65,143,0.5,2,0.5
510,0.5,2279,757,63,0.5,66,166,0,1,1
360,0.5,794,541,28,0.5,39,88,0,0,0
448,0,1352,669,45,0.5,42,109,1,1,0
365,0,500,554,22,0.5,24,65,0,1,1
293,0,697,421,24,0.5,32,97,0,0,1
198,0,311,289,27,0.5,37,98,0.5,2,1
839,0,3366,1300,85,0,71,176,0.5,1,0.5
66,0,545,91,25,0.5,38,98,0.5,2,0.5
248,0.5,1683,373,46,0,44,123,0.5,2,0.5
106,0,345,179,32,0.5,34,73,1,0,0.5
347,0,881,521,39,0.5,27,99,0.5,1,0
634,0,2598,953,60,0.5,69,136,0.5,0,1
428,0.5,2301,643,67,0.5,64,156,0,1,1
931,0,3716,1368,95,0,94,245,0.5,2,1
136,0,998,218,21,0.5,22,79,1,2,0.5
462,0.5,1614,694,42,0.5,55,114,1,0,0.5
96,0,989,142,39,0.5,38,75,0.5,2,0.5
207,0.5,1344,319,53,0.5,49,103,0,1,1
441,0.5,1113,691,52,0,41,108,0,0,0
565,0.5,1102,898,50,0,59,120,1,0,0.5
526,0,1568,782,40,0.5,42,109,0,0,0.5
863,0.5,2641,1331,83,0,70,187,1,0,1
86,0.5,530,110,32,0.5,32,97,0,2,0.5
767,0.5,2381,1157,67,0,66,167,0,0,0
530,0.5,1425,738,55,0,51,122,0.5,1,0.5
869,0.5,4249,1276,94,0.5,98,246,1,2,0
661,0.5,2424,981,66,0.5,67,167,0,1,0.5
326,0.5,734,494,38,0.5,31,85,1,0,0.5
695,0,3049,1078,84,0.5,79,190,0,2,1
889,0.5,3940,1356,94,0.5,91,235,1,2,0
493,0,1476,774,54,0.5,46,102,1,1,0
858,0,3186,1350,78,0,82,189,1,1,0.5
92,0.5,810,132,35,0.5,37,90,1,1,1
568,0.5,1036,824,54,0,42,107,0,0,1
966,0,2643,1478,71,0,78,191,1,0,1
800,0.5,3057,1237,84,0.5,88,175,0.5,0,0
473,0,2461,708,65,0,63,135,0.5,2,0.5
129,0,520,177,25,0,21,94,0.5,1,0
998,0.5,3493,1514,99,0,93,200,1,1,0.5
100,0,751,136,20,0,30,95,1,2,1
851,0,3310,1273,86,0,72,188,0,1,1
775,0.5,2497,1160,68,0,60,168,1,0,1
961,0,3405,1425,99,0,97,239,1,2,0.5
880,0,3081,1313,80,0,86,187,0,2,0
751,0,2363,1136,61,0.5,60,130,1,1,0
269,0,1194,435,45,0.5,44,122,1,2,0
454,0.5,1838,680,69,0.5,65,143,0.5,2,1
978,0.5,4404,1504,99,0.5,95,236,1,1,1
494,0,1717,745,50,0.5,44,107,0.5,1,0
484,0,1848,692,65,0.5,69,154,1,2,0.5
249,0,1180,379,51,0.5,40,115,0.5,1,1
584,0.5,1207,888,56,0.5,48,104,1,0,0
89,0.5,880,126,30,0,34,72,1,1,1
490,0,1084,755,59,0.5,40,114,1,0,1
772,0,1949,1111,63,0.5,68,137,0,0,0.5
557,0,2437,814,64,0.5,63,136,0.5,2,0.5
379,0,757,559,33,0.5,36,81,0.5,0,1
224,0.5,1570,344,41,0.5,51,128,1,1,0
209,0.5,1269,317,54,0.5,42,101,1,1,1
485,0.5,2520,750,69,0.5,61,146,1,1,1
978,0.5,4191,1432,97,0.5,94,218,0.5,2,0.5
389,0,1436,606,40,0.5,40,116,1,2,1
682,0.5,2912,994,72,0,82,192,0.5,2,0.5
820,0,3276,1241,77,0.5,74,190,0,1,0.5
413,0,1106,595,59,0.5,47,118,0.5,2,1
784,0,2843,1225,79,0.5,82,191,0,1,0
967,0.5,3449,1392,91,0.5,98,249,1,2,0.5
996,0,2858,1405,71,0,84,194,0.5,1,0.5
594,0,1969,910,67,0.5,62,157,1,2,0.5
694,0.5,2390,1043,68,0,64,151,0.5,0,0
847,0.5,4434,1287,93,0,96,242,1,1,0.5
304,0.5,492,438,32,0,32,64,0.5,0,0
1000,0.5,4103,1552,99,0.5,99,200,1,2,0.5
752,0,2713,1144,82,0,71,183,0.5,2,0.5
